student_id,timestamp,current_location,next_location,event_type,crowd_density,time_of_day
193,2026-03-15 15:22:00,lab,stage,sports,medium,evening
150,2026-03-15 15:22:00,lab,lab,cultural,medium,afternoon
112,2026-03-15 15:22:00,stage,canteen,sports,high,afternoon
11,2026-03-15 15:22:00,canteen,lab,cultural,medium,morning
3,2026-03-15 15:22:00,stage,canteen,sports,low,morning
137,2026-03-15 15:22:00,lab,canteen,technical,low,evening
60,2026-03-15 15:22:00,canteen,lab,technical,medium,morning
76,2026-03-15 15:22:00,canteen,lab,cultural,medium,morning
87,2026-03-15 15:22:00,canteen,stage,cultural,medium,afternoon
14,2026-03-15 15:23:00,stage,canteen,cultural,low,afternoon
18,2026-03-15 15:23:00,canteen,canteen,cultural,high,morning
113,2026-03-15 15:23:00,canteen,stage,sports,low,afternoon
73,2026-03-15 15:23:00,canteen,stage,technical,medium,afternoon
23,2026-03-15 15:23:00,lab,canteen,sports,high,afternoon
83,2026-03-15 15:23:00,stage,lab,technical,high,morning
125,2026-03-15 15:23:00,stage,stage,technical,medium,afternoon
175,2026-03-15 15:23:00,lab,canteen,sports,medium,morning
69,2026-03-15 15:23:00,canteen,lab,cultural,low,morning
47,2026-03-15 15:23:00,lab,lab,sports,low,evening
116,2026-03-15 15:23:00,lab,lab,sports,low,evening
30,2026-03-15 15:24:00,canteen,canteen,sports,medium,evening
25,2026-03-15 15:24:00,canteen,lab,technical,high,morning
156,2026-03-15 15:24:00,stage,stage,cultural,low,evening
112,2026-03-15 15:24:00,canteen,lab,technical,medium,afternoon
25,2026-03-15 15:24:00,lab,lab,sports,high,evening
74,2026-03-15 15:24:00,lab,canteen,sports,medium,morning
58,2026-03-15 15:24:00,canteen,canteen,technical,medium,afternoon
94,2026-03-15 15:24:00,stage,stage,technical,medium,afternoon
119,2026-03-15 15:24:00,lab,lab,cultural,low,afternoon
127,2026-03-15 15:24:00,canteen,canteen,sports,medium,evening
169,2026-03-15 15:24:00,stage,canteen,technical,medium,evening
25,2026-03-15 15:24:00,stage,canteen,technical,medium,evening
78,2026-03-15 15:24:00,lab,canteen,technical,low,evening
99,2026-03-15 15:25:00,lab,lab,technical,medium,afternoon
116,2026-03-15 15:25:00,stage,lab,sports,medium,morning
48,2026-03-15 15:25:00,stage,lab,cultural,low,evening
10,2026-03-15 15:25:00,stage,canteen,technical,medium,morning
99,2026-03-15 15:25:00,canteen,stage,technical,high,afternoon
11,2026-03-15 15:25:00,lab,canteen,cultural,medium,morning
85,2026-03-15 15:25:00,stage,canteen,sports,medium,morning
149,2026-03-15 15:25:00,lab,stage,technical,low,evening
173,2026-03-15 15:25:00,lab,lab,cultural,low,evening
135,2026-03-15 15:25:00,lab,canteen,cultural,low,afternoon
192,2026-03-15 15:25:00,stage,canteen,sports,low,evening
126,2026-03-15 15:25:00,canteen,canteen,cultural,high,morning
64,2026-03-15 15:25:00,stage,canteen,sports,medium,morning
2,2026-03-15 15:25:00,lab,lab,cultural,medium,morning
76,2026-03-15 15:25:00,stage,canteen,technical,high,morning
121,2026-03-15 15:26:00,stage,canteen,sports,low,evening
42,2026-03-15 15:26:00,lab,stage,cultural,medium,afternoon
54,2026-03-15 15:26:00,lab,lab,technical,high,evening
75,2026-03-15 15:26:00,stage,lab,cultural,medium,morning
16,2026-03-15 15:26:00,stage,canteen,technical,high,afternoon
18,2026-03-15 15:26:00,stage,stage,sports,high,afternoon
187,2026-03-15 15:26:00,stage,canteen,technical,medium,morning
90,2026-03-15 15:26:00,canteen,lab,cultural,low,morning
144,2026-03-15 15:26:00,stage,lab,technical,low,evening
6,2026-03-15 15:26:00,canteen,lab,technical,high,afternoon
185,2026-03-15 15:26:00,lab,lab,sports,low,afternoon
108,2026-03-15 15:26:00,canteen,stage,technical,medium,evening
175,2026-03-15 15:26:00,lab,lab,technical,high,morning
48,2026-03-15 15:26:00,canteen,lab,cultural,medium,afternoon
42,2026-03-15 15:26:00,lab,lab,cultural,medium,evening
76,2026-03-15 15:26:00,stage,canteen,sports,low,afternoon
188,2026-03-15 15:26:00,canteen,canteen,sports,medium,evening
77,2026-03-15 15:27:00,canteen,canteen,sports,high,afternoon
132,2026-03-15 15:27:00,lab,stage,cultural,high,morning
130,2026-03-15 15:27:00,lab,canteen,technical,medium,morning
59,2026-03-15 15:27:00,canteen,lab,sports,medium,afternoon
155,2026-03-15 15:27:00,lab,stage,cultural,high,afternoon
27,2026-03-15 15:27:00,stage,canteen,cultural,low,afternoon
79,2026-03-15 15:27:00,canteen,stage,sports,low,evening
72,2026-03-15 15:27:00,stage,canteen,cultural,low,morning
7,2026-03-15 15:27:00,canteen,lab,technical,medium,evening
191,2026-03-15 15:28:00,stage,canteen,cultural,medium,morning
111,2026-03-15 15:28:00,canteen,stage,cultural,high,morning
119,2026-03-15 15:28:00,lab,lab,technical,high,evening
174,2026-03-15 15:28:00,canteen,lab,sports,high,morning
63,2026-03-15 15:28:00,stage,stage,cultural,high,morning
124,2026-03-15 15:28:00,canteen,lab,technical,low,afternoon
12,2026-03-15 15:28:00,stage,canteen,sports,medium,evening
141,2026-03-15 15:28:00,stage,lab,technical,medium,evening
43,2026-03-15 15:28:00,stage,canteen,cultural,low,morning
17,2026-03-15 15:29:00,lab,lab,technical,high,evening
63,2026-03-15 15:29:00,canteen,stage,sports,high,morning
120,2026-03-15 15:29:00,stage,canteen,sports,medium,morning
36,2026-03-15 15:29:00,lab,canteen,sports,high,evening
8,2026-03-15 15:29:00,stage,canteen,technical,medium,morning
69,2026-03-15 15:29:00,canteen,lab,technical,low,afternoon
90,2026-03-15 15:29:00,lab,lab,sports,medium,evening
36,2026-03-15 15:29:00,stage,stage,sports,low,evening
28,2026-03-15 15:29:00,stage,canteen,sports,high,morning
118,2026-03-15 15:29:00,stage,canteen,cultural,medium,evening
93,2026-03-15 15:29:00,canteen,lab,cultural,high,evening
175,2026-03-15 15:29:00,lab,lab,cultural,high,afternoon
76,2026-03-15 15:29:00,lab,lab,sports,high,afternoon
101,2026-03-15 15:29:00,lab,lab,cultural,medium,evening
158,2026-03-15 15:29:00,stage,lab,sports,high,morning
151,2026-03-15 15:29:00,lab,lab,technical,medium,afternoon
144,2026-03-15 15:30:00,stage,canteen,sports,high,afternoon
14,2026-03-15 15:30:00,canteen,lab,sports,low,afternoon
71,2026-03-15 15:30:00,lab,lab,cultural,medium,morning
180,2026-03-15 15:30:00,stage,canteen,technical,low,evening
124,2026-03-15 15:30:00,lab,lab,technical,low,evening
125,2026-03-15 15:30:00,lab,lab,technical,medium,afternoon
37,2026-03-15 15:30:00,canteen,lab,cultural,medium,evening
29,2026-03-15 15:30:00,lab,lab,cultural,medium,afternoon
195,2026-03-15 15:30:00,canteen,stage,cultural,high,afternoon
143,2026-03-15 15:30:00,lab,canteen,cultural,high,morning
175,2026-03-15 15:30:00,lab,lab,cultural,low,morning
174,2026-03-15 15:30:00,lab,canteen,sports,medium,afternoon
180,2026-03-15 15:30:00,lab,lab,technical,low,morning
19,2026-03-15 15:30:00,lab,lab,cultural,high,morning
106,2026-03-15 15:30:00,lab,lab,technical,low,morning
21,2026-03-15 15:30:00,canteen,lab,cultural,low,evening
64,2026-03-15 15:30:00,canteen,canteen,sports,medium,evening
165,2026-03-15 15:31:00,stage,canteen,technical,medium,morning
27,2026-03-15 15:31:00,lab,lab,cultural,low,evening
55,2026-03-15 15:31:00,canteen,canteen,sports,high,afternoon
29,2026-03-15 15:31:00,lab,stage,sports,low,afternoon
148,2026-03-15 15:31:00,lab,lab,technical,high,morning
25,2026-03-15 15:31:00,canteen,lab,cultural,low,morning
70,2026-03-15 15:31:00,lab,lab,sports,low,evening
63,2026-03-15 15:31:00,canteen,canteen,sports,medium,morning
164,2026-03-15 15:31:00,canteen,stage,sports,low,morning
130,2026-03-15 15:31:00,stage,canteen,technical,high,afternoon
150,2026-03-15 15:31:00,stage,canteen,technical,low,afternoon
16,2026-03-15 15:31:00,stage,lab,cultural,low,evening
146,2026-03-15 15:31:00,stage,stage,cultural,high,evening
197,2026-03-15 15:32:00,lab,lab,technical,low,evening
182,2026-03-15 15:32:00,lab,lab,technical,low,morning
100,2026-03-15 15:32:00,stage,lab,technical,low,morning
30,2026-03-15 15:32:00,canteen,canteen,sports,low,morning
45,2026-03-15 15:32:00,canteen,lab,technical,high,morning
19,2026-03-15 15:32:00,canteen,canteen,cultural,high,afternoon
34,2026-03-15 15:32:00,canteen,stage,sports,high,evening
141,2026-03-15 15:32:00,lab,canteen,technical,high,evening
171,2026-03-15 15:32:00,canteen,lab,cultural,low,afternoon
62,2026-03-15 15:32:00,canteen,stage,technical,high,afternoon
118,2026-03-15 15:32:00,stage,canteen,cultural,low,morning
100,2026-03-15 15:32:00,canteen,stage,sports,medium,evening
22,2026-03-15 15:32:00,lab,canteen,sports,low,evening
180,2026-03-15 15:32:00,canteen,stage,cultural,low,afternoon
180,2026-03-15 15:32:00,canteen,lab,cultural,high,evening
111,2026-03-15 15:32:00,lab,lab,sports,high,afternoon
164,2026-03-15 15:32:00,stage,lab,sports,high,evening
73,2026-03-15 15:32:00,lab,lab,cultural,medium,afternoon
147,2026-03-15 15:33:00,stage,lab,cultural,low,morning
38,2026-03-15 15:33:00,canteen,canteen,technical,medium,evening
70,2026-03-15 15:33:00,stage,canteen,technical,low,morning
116,2026-03-15 15:33:00,stage,canteen,sports,low,afternoon
79,2026-03-15 15:33:00,stage,canteen,sports,medium,evening
185,2026-03-15 15:33:00,canteen,lab,technical,medium,evening
148,2026-03-15 15:33:00,stage,canteen,technical,low,morning
9,2026-03-15 15:34:00,stage,lab,sports,medium,morning
32,2026-03-15 15:34:00,canteen,lab,sports,high,afternoon
132,2026-03-15 15:34:00,lab,stage,cultural,low,morning
50,2026-03-15 15:34:00,lab,lab,cultural,high,evening
82,2026-03-15 15:34:00,lab,stage,sports,medium,evening
5,2026-03-15 15:34:00,canteen,lab,technical,high,evening
148,2026-03-15 15:34:00,canteen,lab,cultural,medium,evening
87,2026-03-15 15:34:00,lab,lab,sports,high,morning
126,2026-03-15 15:34:00,stage,stage,technical,medium,morning
75,2026-03-15 15:34:00,lab,stage,technical,low,afternoon
165,2026-03-15 15:34:00,canteen,stage,sports,low,morning
22,2026-03-15 15:34:00,stage,canteen,cultural,low,afternoon
186,2026-03-15 15:34:00,stage,lab,cultural,low,morning
68,2026-03-15 15:35:00,canteen,lab,sports,medium,morning
44,2026-03-15 15:35:00,stage,canteen,technical,high,evening
34,2026-03-15 15:35:00,lab,lab,cultural,low,morning
77,2026-03-15 15:35:00,canteen,canteen,sports,medium,afternoon
42,2026-03-15 15:35:00,canteen,stage,cultural,medium,evening
137,2026-03-15 15:35:00,canteen,stage,sports,low,morning
106,2026-03-15 15:35:00,canteen,lab,cultural,low,evening
95,2026-03-15 15:35:00,stage,canteen,cultural,medium,evening
135,2026-03-15 15:35:00,canteen,lab,cultural,high,evening
68,2026-03-15 15:35:00,canteen,canteen,sports,medium,afternoon
147,2026-03-15 15:35:00,stage,canteen,sports,low,afternoon
159,2026-03-15 15:35:00,canteen,lab,technical,low,morning
128,2026-03-15 15:35:00,stage,stage,cultural,low,evening
163,2026-03-15 15:35:00,stage,lab,cultural,high,morning
185,2026-03-15 15:35:00,canteen,canteen,sports,high,afternoon
85,2026-03-15 15:35:00,lab,stage,cultural,high,evening
189,2026-03-15 15:35:00,canteen,lab,sports,medium,afternoon
159,2026-03-15 15:35:00,lab,canteen,technical,medium,evening
83,2026-03-15 15:36:00,stage,canteen,cultural,high,evening
95,2026-03-15 15:36:00,lab,lab,sports,high,evening
181,2026-03-15 15:36:00,canteen,canteen,sports,low,morning
32,2026-03-15 15:36:00,canteen,lab,cultural,low,afternoon
66,2026-03-15 15:36:00,lab,lab,technical,medium,afternoon
187,2026-03-15 15:36:00,canteen,canteen,sports,high,afternoon
116,2026-03-15 15:36:00,lab,lab,cultural,high,evening
138,2026-03-15 15:36:00,stage,canteen,technical,medium,morning
130,2026-03-15 15:36:00,lab,stage,sports,high,morning
194,2026-03-15 15:36:00,lab,lab,technical,low,morning
60,2026-03-15 15:36:00,lab,canteen,sports,high,morning
17,2026-03-15 15:36:00,lab,lab,cultural,medium,evening
96,2026-03-15 15:36:00,stage,lab,cultural,medium,evening
144,2026-03-15 15:37:00,stage,canteen,cultural,high,morning
16,2026-03-15 15:37:00,stage,canteen,technical,medium,morning
46,2026-03-15 15:37:00,lab,canteen,technical,low,afternoon
167,2026-03-15 15:37:00,stage,canteen,cultural,low,evening
159,2026-03-15 15:37:00,canteen,lab,sports,low,morning
107,2026-03-15 15:37:00,stage,lab,technical,high,evening
88,2026-03-15 15:37:00,lab,stage,technical,medium,afternoon
129,2026-03-15 15:37:00,canteen,lab,sports,low,morning
139,2026-03-15 15:37:00,lab,lab,sports,medium,evening
119,2026-03-15 15:37:00,canteen,lab,cultural,medium,evening
85,2026-03-15 15:37:00,lab,lab,technical,medium,evening
4,2026-03-15 15:37:00,lab,lab,sports,low,evening
71,2026-03-15 15:37:00,canteen,canteen,sports,medium,evening
154,2026-03-15 15:37:00,stage,canteen,cultural,low,evening
111,2026-03-15 15:37:00,canteen,lab,cultural,low,afternoon
50,2026-03-15 15:37:00,canteen,canteen,technical,low,evening
140,2026-03-15 15:37:00,canteen,lab,sports,high,afternoon
95,2026-03-15 15:37:00,canteen,lab,cultural,medium,afternoon
92,2026-03-15 15:37:00,canteen,lab,technical,high,evening
65,2026-03-15 15:37:00,lab,canteen,cultural,high,morning
47,2026-03-15 15:38:00,lab,stage,technical,high,evening
181,2026-03-15 15:38:00,stage,canteen,sports,high,afternoon
106,2026-03-15 15:38:00,stage,canteen,cultural,low,evening
199,2026-03-15 15:38:00,canteen,canteen,technical,low,evening
130,2026-03-15 15:38:00,stage,canteen,technical,medium,evening
106,2026-03-15 15:38:00,stage,stage,sports,medium,afternoon
24,2026-03-15 15:38:00,canteen,canteen,cultural,low,afternoon
4,2026-03-15 15:38:00,lab,canteen,technical,medium,afternoon
108,2026-03-15 15:38:00,lab,canteen,technical,medium,morning
19,2026-03-15 15:38:00,stage,canteen,technical,high,morning
154,2026-03-15 15:38:00,lab,canteen,technical,high,morning
40,2026-03-15 15:38:00,lab,lab,cultural,high,morning
50,2026-03-15 15:39:00,stage,canteen,cultural,high,evening
171,2026-03-15 15:39:00,canteen,lab,technical,high,morning
75,2026-03-15 15:39:00,stage,lab,cultural,low,morning
195,2026-03-15 15:39:00,stage,canteen,cultural,high,morning
12,2026-03-15 15:39:00,stage,lab,sports,high,evening
195,2026-03-15 15:39:00,canteen,stage,sports,low,morning
27,2026-03-15 15:39:00,canteen,canteen,technical,high,morning
113,2026-03-15 15:39:00,canteen,canteen,sports,medium,morning
182,2026-03-15 15:39:00,canteen,stage,cultural,low,afternoon
194,2026-03-15 15:39:00,stage,canteen,technical,medium,morning
49,2026-03-15 15:39:00,lab,canteen,sports,medium,morning
144,2026-03-15 15:39:00,stage,canteen,technical,low,morning
130,2026-03-15 15:39:00,canteen,lab,technical,low,evening
60,2026-03-15 15:39:00,lab,stage,sports,high,morning
182,2026-03-15 15:39:00,stage,canteen,cultural,low,morning
30,2026-03-15 15:40:00,lab,canteen,cultural,low,afternoon
84,2026-03-15 15:40:00,canteen,canteen,sports,high,afternoon
166,2026-03-15 15:40:00,lab,lab,sports,high,evening
28,2026-03-15 15:40:00,lab,canteen,sports,low,evening
25,2026-03-15 15:40:00,canteen,stage,sports,high,morning
96,2026-03-15 15:40:00,lab,lab,technical,high,afternoon
125,2026-03-15 15:40:00,stage,lab,cultural,high,evening
10,2026-03-15 15:40:00,lab,canteen,cultural,medium,evening
188,2026-03-15 15:40:00,stage,canteen,sports,high,afternoon
42,2026-03-15 15:40:00,lab,stage,cultural,medium,morning
40,2026-03-15 15:40:00,lab,canteen,cultural,low,afternoon
77,2026-03-15 15:40:00,canteen,stage,cultural,medium,morning
105,2026-03-15 15:40:00,canteen,canteen,sports,medium,morning
118,2026-03-15 15:40:00,stage,lab,sports,medium,afternoon
42,2026-03-15 15:40:00,canteen,canteen,cultural,medium,morning
47,2026-03-15 15:40:00,canteen,stage,sports,medium,evening
165,2026-03-15 15:40:00,canteen,canteen,cultural,medium,afternoon
22,2026-03-15 15:40:00,canteen,canteen,sports,low,evening
185,2026-03-15 15:41:00,canteen,lab,cultural,low,morning
107,2026-03-15 15:41:00,stage,canteen,sports,low,morning
27,2026-03-15 15:41:00,stage,canteen,cultural,medium,afternoon
41,2026-03-15 15:41:00,canteen,lab,sports,high,afternoon
80,2026-03-15 15:41:00,canteen,stage,sports,medium,morning
162,2026-03-15 15:41:00,stage,stage,cultural,low,afternoon
160,2026-03-15 15:41:00,lab,stage,technical,medium,morning
89,2026-03-15 15:41:00,stage,canteen,cultural,low,evening
66,2026-03-15 15:41:00,lab,stage,cultural,high,afternoon
12,2026-03-15 15:41:00,canteen,canteen,technical,high,evening
168,2026-03-15 15:42:00,canteen,lab,sports,low,afternoon
73,2026-03-15 15:42:00,stage,canteen,technical,low,evening
76,2026-03-15 15:42:00,canteen,lab,cultural,medium,morning
90,2026-03-15 15:42:00,lab,lab,technical,medium,morning
10,2026-03-15 15:42:00,lab,canteen,sports,medium,morning
96,2026-03-15 15:42:00,stage,lab,cultural,high,morning
176,2026-03-15 15:42:00,lab,canteen,cultural,high,afternoon
20,2026-03-15 15:42:00,stage,canteen,sports,high,evening
39,2026-03-15 15:42:00,stage,canteen,sports,medium,afternoon
60,2026-03-15 15:42:00,lab,stage,cultural,low,afternoon
66,2026-03-15 15:42:00,lab,lab,sports,low,morning
65,2026-03-15 15:42:00,lab,stage,technical,medium,afternoon
179,2026-03-15 15:42:00,lab,canteen,technical,medium,evening
124,2026-03-15 15:42:00,lab,canteen,technical,low,afternoon
164,2026-03-15 15:43:00,lab,stage,technical,low,evening
152,2026-03-15 15:43:00,lab,stage,sports,high,morning
155,2026-03-15 15:43:00,canteen,stage,technical,medium,morning
130,2026-03-15 15:43:00,stage,canteen,technical,high,afternoon
159,2026-03-15 15:43:00,stage,lab,cultural,high,evening
57,2026-03-15 15:43:00,lab,canteen,sports,low,morning
78,2026-03-15 15:43:00,stage,stage,sports,medium,morning
194,2026-03-15 15:43:00,lab,lab,sports,low,afternoon
29,2026-03-15 15:43:00,canteen,lab,cultural,high,evening
15,2026-03-15 15:43:00,stage,canteen,cultural,medium,morning
12,2026-03-15 15:44:00,stage,canteen,sports,high,morning
101,2026-03-15 15:44:00,canteen,lab,technical,high,evening
156,2026-03-15 15:44:00,canteen,stage,cultural,low,afternoon
84,2026-03-15 15:44:00,canteen,canteen,cultural,medium,afternoon
125,2026-03-15 15:44:00,stage,canteen,cultural,medium,morning
103,2026-03-15 15:44:00,stage,lab,sports,medium,morning
24,2026-03-15 15:44:00,canteen,lab,technical,medium,afternoon
149,2026-03-15 15:44:00,canteen,lab,cultural,high,afternoon
138,2026-03-15 15:44:00,canteen,canteen,cultural,low,morning
110,2026-03-15 15:44:00,canteen,canteen,sports,medium,evening
78,2026-03-15 15:45:00,canteen,stage,technical,high,evening
101,2026-03-15 15:45:00,lab,lab,cultural,low,morning
146,2026-03-15 15:45:00,canteen,lab,sports,low,morning
142,2026-03-15 15:45:00,lab,canteen,sports,low,morning
162,2026-03-15 15:45:00,stage,canteen,cultural,medium,morning
128,2026-03-15 15:45:00,stage,canteen,sports,high,afternoon
58,2026-03-15 15:45:00,lab,canteen,sports,low,evening
76,2026-03-15 15:45:00,canteen,lab,cultural,low,evening
150,2026-03-15 15:45:00,stage,canteen,sports,low,evening
198,2026-03-15 15:45:00,canteen,canteen,technical,high,afternoon
36,2026-03-15 15:46:00,canteen,stage,technical,high,morning
173,2026-03-15 15:46:00,lab,lab,cultural,medium,evening
164,2026-03-15 15:46:00,stage,lab,technical,medium,evening
22,2026-03-15 15:46:00,stage,lab,technical,high,afternoon
127,2026-03-15 15:46:00,lab,lab,cultural,medium,morning
80,2026-03-15 15:46:00,canteen,canteen,sports,high,morning
189,2026-03-15 15:46:00,canteen,canteen,technical,medium,morning
100,2026-03-15 15:46:00,stage,lab,sports,medium,evening
184,2026-03-15 15:46:00,lab,lab,cultural,high,afternoon
96,2026-03-15 15:46:00,lab,lab,technical,low,evening
161,2026-03-15 15:46:00,canteen,lab,cultural,low,afternoon
173,2026-03-15 15:46:00,canteen,lab,sports,medium,afternoon
164,2026-03-15 15:47:00,lab,stage,cultural,low,evening
148,2026-03-15 15:47:00,stage,canteen,technical,low,afternoon
18,2026-03-15 15:47:00,canteen,lab,cultural,medium,afternoon
38,2026-03-15 15:47:00,lab,lab,cultural,low,afternoon
195,2026-03-15 15:47:00,lab,lab,cultural,high,morning
151,2026-03-15 15:47:00,lab,canteen,sports,high,morning
109,2026-03-15 15:47:00,stage,canteen,sports,low,morning
123,2026-03-15 15:47:00,canteen,lab,sports,high,morning
144,2026-03-15 15:47:00,canteen,lab,sports,high,evening
187,2026-03-15 15:47:00,canteen,lab,technical,low,evening
197,2026-03-15 15:47:00,stage,canteen,sports,high,evening
196,2026-03-15 15:47:00,canteen,lab,sports,medium,morning
149,2026-03-15 15:47:00,canteen,lab,technical,medium,evening
104,2026-03-15 15:47:00,canteen,lab,sports,medium,morning
198,2026-03-15 15:47:00,canteen,stage,cultural,low,morning
140,2026-03-15 15:47:00,stage,canteen,sports,high,afternoon
144,2026-03-15 15:47:00,lab,lab,technical,low,afternoon
81,2026-03-15 15:48:00,lab,stage,cultural,low,morning
87,2026-03-15 15:48:00,canteen,canteen,technical,high,afternoon
142,2026-03-15 15:48:00,canteen,canteen,cultural,high,afternoon
61,2026-03-15 15:48:00,canteen,lab,cultural,high,afternoon
199,2026-03-15 15:48:00,stage,canteen,cultural,low,afternoon
46,2026-03-15 15:48:00,canteen,stage,technical,low,evening
32,2026-03-15 15:48:00,stage,lab,cultural,medium,afternoon
15,2026-03-15 15:48:00,canteen,lab,cultural,low,morning
44,2026-03-15 15:48:00,canteen,stage,cultural,high,afternoon
145,2026-03-15 15:48:00,lab,stage,cultural,low,afternoon
169,2026-03-15 15:48:00,canteen,lab,cultural,medium,evening
54,2026-03-15 15:48:00,stage,canteen,sports,high,evening
44,2026-03-15 15:48:00,lab,lab,technical,medium,evening
98,2026-03-15 15:48:00,stage,canteen,cultural,low,afternoon
5,2026-03-15 15:48:00,lab,lab,cultural,low,morning
109,2026-03-15 15:49:00,stage,lab,cultural,medium,evening
27,2026-03-15 15:49:00,lab,lab,cultural,medium,afternoon
116,2026-03-15 15:49:00,stage,stage,cultural,high,afternoon
87,2026-03-15 15:49:00,stage,lab,sports,high,afternoon
104,2026-03-15 15:49:00,canteen,canteen,sports,medium,evening
123,2026-03-15 15:49:00,lab,lab,cultural,high,afternoon
79,2026-03-15 15:49:00,lab,canteen,cultural,medium,evening
43,2026-03-15 15:49:00,canteen,lab,cultural,medium,afternoon
97,2026-03-15 15:50:00,stage,stage,technical,low,morning
31,2026-03-15 15:50:00,stage,canteen,technical,medium,morning
99,2026-03-15 15:50:00,lab,canteen,sports,high,afternoon
17,2026-03-15 15:50:00,stage,canteen,sports,medium,evening
83,2026-03-15 15:50:00,lab,stage,technical,low,afternoon
110,2026-03-15 15:50:00,lab,stage,cultural,high,morning
182,2026-03-15 15:50:00,stage,canteen,sports,medium,afternoon
190,2026-03-15 15:50:00,stage,canteen,cultural,low,evening
32,2026-03-15 15:50:00,stage,lab,cultural,high,evening
168,2026-03-15 15:50:00,canteen,canteen,sports,low,evening
141,2026-03-15 15:50:00,lab,lab,technical,low,evening
35,2026-03-15 15:50:00,stage,stage,technical,high,morning
133,2026-03-15 15:51:00,canteen,lab,technical,low,evening
29,2026-03-15 15:51:00,stage,canteen,cultural,low,evening
70,2026-03-15 15:51:00,lab,lab,cultural,low,morning
153,2026-03-15 15:51:00,canteen,lab,cultural,high,evening
95,2026-03-15 15:51:00,lab,canteen,technical,low,morning
22,2026-03-15 15:51:00,stage,lab,cultural,medium,evening
194,2026-03-15 15:51:00,stage,canteen,sports,low,evening
173,2026-03-15 15:51:00,stage,canteen,cultural,medium,evening
69,2026-03-15 15:51:00,canteen,stage,sports,low,evening
89,2026-03-15 15:51:00,canteen,canteen,technical,medium,afternoon
72,2026-03-15 15:51:00,canteen,stage,cultural,high,afternoon
129,2026-03-15 15:51:00,canteen,lab,cultural,low,evening
172,2026-03-15 15:51:00,stage,canteen,technical,medium,evening
87,2026-03-15 15:51:00,stage,lab,cultural,high,evening
96,2026-03-15 15:51:00,stage,canteen,sports,low,afternoon
75,2026-03-15 15:51:00,canteen,stage,technical,low,evening
167,2026-03-15 15:51:00,canteen,lab,sports,low,morning
54,2026-03-15 15:51:00,stage,lab,technical,high,afternoon
88,2026-03-15 15:51:00,stage,lab,sports,high,afternoon
157,2026-03-15 15:52:00,canteen,lab,sports,medium,afternoon
54,2026-03-15 15:52:00,lab,lab,sports,low,evening
16,2026-03-15 15:52:00,stage,lab,cultural,medium,morning
99,2026-03-15 15:52:00,stage,canteen,cultural,medium,afternoon
20,2026-03-15 15:52:00,stage,canteen,cultural,medium,morning
46,2026-03-15 15:52:00,canteen,stage,cultural,medium,morning
195,2026-03-15 15:52:00,stage,canteen,cultural,medium,morning
193,2026-03-15 15:52:00,stage,canteen,sports,low,evening
127,2026-03-15 15:52:00,stage,lab,cultural,high,evening
58,2026-03-15 15:52:00,stage,canteen,sports,medium,evening
181,2026-03-15 15:52:00,stage,canteen,technical,high,afternoon
111,2026-03-15 15:52:00,lab,lab,sports,medium,afternoon
129,2026-03-15 15:52:00,lab,canteen,cultural,low,morning
81,2026-03-15 15:52:00,stage,stage,technical,medium,afternoon
194,2026-03-15 15:53:00,stage,canteen,cultural,medium,evening
157,2026-03-15 15:53:00,stage,canteen,technical,medium,evening
84,2026-03-15 15:53:00,stage,lab,sports,low,evening
70,2026-03-15 15:53:00,canteen,canteen,technical,medium,evening
8,2026-03-15 15:53:00,canteen,lab,cultural,low,morning
29,2026-03-15 15:53:00,canteen,canteen,technical,high,afternoon
112,2026-03-15 15:53:00,lab,lab,sports,high,evening
179,2026-03-15 15:53:00,stage,canteen,technical,high,morning
161,2026-03-15 15:53:00,canteen,stage,sports,low,afternoon
131,2026-03-15 15:53:00,stage,stage,technical,medium,morning
188,2026-03-15 15:54:00,stage,stage,sports,high,evening
163,2026-03-15 15:54:00,lab,canteen,sports,high,evening
197,2026-03-15 15:54:00,lab,lab,sports,medium,evening
108,2026-03-15 15:54:00,canteen,stage,sports,high,afternoon
109,2026-03-15 15:54:00,canteen,lab,cultural,high,evening
20,2026-03-15 15:54:00,lab,canteen,sports,medium,afternoon
73,2026-03-15 15:54:00,lab,lab,cultural,low,morning
167,2026-03-15 15:54:00,stage,lab,sports,low,afternoon
4,2026-03-15 15:54:00,stage,lab,technical,high,morning
19,2026-03-15 15:54:00,canteen,canteen,technical,high,afternoon
102,2026-03-15 15:54:00,canteen,canteen,cultural,low,evening
173,2026-03-15 15:54:00,lab,lab,technical,high,evening
171,2026-03-15 15:54:00,canteen,stage,sports,low,morning
141,2026-03-15 15:54:00,stage,canteen,technical,high,afternoon
141,2026-03-15 15:54:00,lab,stage,cultural,high,afternoon
188,2026-03-15 15:54:00,stage,canteen,technical,low,morning
185,2026-03-15 15:54:00,lab,lab,cultural,medium,afternoon
86,2026-03-15 15:54:00,lab,lab,sports,high,afternoon
52,2026-03-15 15:54:00,stage,canteen,sports,high,morning
111,2026-03-15 15:55:00,canteen,stage,technical,medium,morning
181,2026-03-15 15:55:00,canteen,lab,technical,high,morning
109,2026-03-15 15:55:00,canteen,canteen,technical,medium,afternoon
86,2026-03-15 15:55:00,canteen,canteen,sports,medium,morning
43,2026-03-15 15:55:00,stage,canteen,technical,low,morning
200,2026-03-15 15:55:00,lab,stage,sports,medium,morning
